input_norm,output_norm
-0.8143624816805081,-0.9029042916112731
-0.8133854421104054,-0.9024673424338515
-0.8124084025403029,-0.9017698411631543
-0.8114313629702004,-0.9016708590530028
-0.8104543234000977,-0.9018659602100705
-0.8094772838299951,-0.9013619369960298
-0.8085002442598925,-0.9007500688976198
-0.80752320468979,-0.9011422152459128
-0.8065461651196874,-0.9001854807448268
-0.8055691255495847,-0.8989017573794443
-0.8045920859794822,-0.89899364558854
-0.8036150464093796,-0.8991158014539714
-0.802638006839277,-0.8979809680846202
-0.8016609672691744,-0.8976892981183097
-0.8006839276990718,-0.8974307147012498
-0.7997068881289693,-0.8963378809534955
-0.7987298485588666,-0.895231369090326
-0.797752808988764,-0.8946458471368234
-0.7967757694186615,-0.8933450045461969
-0.7957987298485589,-0.8926122188989688
-0.7948216902784563,-0.8920683517124375
-0.7938446507083536,-0.891661011794416
-0.7928676111382511,-0.8914112128623237
-0.7918905715681486,-0.8900035118304278
-0.7909135319980459,-0.8884261311453054
-0.7899364924279433,-0.8876863637201229
-0.7889594528578407,-0.8866430575656334
-0.7879824132877382,-0.8857114188919909
-0.7870053737176356,-0.8847875415529339
-0.7860283341475329,-0.8837773062914629
-0.7850512945774304,-0.8826324105510062
-0.7840742550073279,-0.8815461274301678
-0.7830972154372252,-0.8805651138031432
-0.7821201758671226,-0.8795124548002177
-0.78114313629702,-0.8785122733879224
-0.7801660967269175,-0.8773160882075766
-0.7791890571568149,-0.8761608657331142
-0.7782120175867122,-0.8751458793158723
-0.7772349780166097,-0.8741673625517965
-0.7762579384465071,-0.8729177930943027
-0.7752808988764045,-0.8718205009880862
-0.7743038593063019,-0.870883996331765
-0.7733268197361993,-0.8698141400131317
-0.7723497801660968,-0.8687440899128728
-0.7713727405959941,-0.867651105958124
-0.7703957010258915,-0.8665426501569761
-0.769418661455789,-0.8653880929601107
-0.7684416218856864,-0.8642640575304612
-0.7674645823155838,-0.8631947256942617
-0.7664875427454811,-0.8620126598208527
-0.7655105031753786,-0.8610743922027202
-0.7645334636052761,-0.8600520420003578
-0.7635564240351734,-0.8589646681246497
-0.7625793844650708,-0.8578694035052552
-0.7616023448949683,-0.8567779604106794
-0.7606253053248657,-0.8556879014072771
-0.7596482657547631,-0.8545877246956032
